"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"110","RT @libijian2: Some of the orders for #Sinovac #Sinopharm #vaccines. https://t.co/YyG5LEnctP",FALSE,0,NA,2021-01-19 16:11:39,FALSE,NA,"1351562977506435075",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sobhedu",23,TRUE,FALSE,NA,NA
"111","RT @libijian2: Some of the orders for #Sinovac #Sinopharm #vaccines. https://t.co/YyG5LEnctP",FALSE,0,NA,2021-01-19 16:11:15,FALSE,NA,"1351562877140926469",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SocialismRed",23,TRUE,FALSE,NA,NA
"112","Some of the orders for #Sinovac #Sinopharm #vaccines. https://t.co/YyG5LEnctP",FALSE,56,NA,2021-01-19 16:09:12,FALSE,NA,"1351562363389018120",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","libijian2",23,FALSE,FALSE,NA,NA
"113","RT @VOLFdotTV: #Pakistan on Monday approved the Chinese Sinopharm COVID-19 vaccine for emergency use, 2 days after AstraZeneca’s vaccine de…",FALSE,0,NA,2021-01-19 15:59:31,FALSE,NA,"1351559922924732419",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shashanktells",3,TRUE,FALSE,NA,NA
"114","RT @edsbilisim: How Many Covid-19 Vaccines Has Each Manufacturer Soldt

#Covid19Vaccine #CovidVaccine #Sinovac #Pfizer #Biontech #moderna #…",FALSE,0,NA,2021-01-19 15:58:50,FALSE,NA,"1351559754779389960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sarmatlar",2,TRUE,FALSE,NA,NA
"115","RT @shen_shiwei: On 18 Jan.,🇦🇿#Azerbaijan has started vaccinating its citizens against #COVID19, using #Sinovac #vaccine developed by #Chin…",FALSE,0,NA,2021-01-19 15:55:43,FALSE,NA,"1351558970054479876",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","zhang_heqing",10,TRUE,FALSE,NA,NA
"116","RT @shen_shiwei: On 18 Jan.,🇦🇿#Azerbaijan has started vaccinating its citizens against #COVID19, using #Sinovac #vaccine developed by #Chin…",FALSE,0,NA,2021-01-19 15:55:21,FALSE,NA,"1351558874504048641",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kyubtye",10,TRUE,FALSE,NA,NA
"117","@WIONews @palkisu @WHO @JoeBiden This is proof Chinese vaccine #Sinovac Biotech has very Low efficacy .Why are Chin… https://t.co/mFKxMyzxC2",FALSE,1,"WIONews",2021-01-19 15:53:27,TRUE,"1351552691793666050","1351558399348019200","711760467383877632","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Indiabigtweet",0,FALSE,FALSE,NA,NA
"118","RT @globaltimesnews: Chinese #COVID19 vaccines have already received a large number of orders from all over the world. As of Jan 17, 18 cou…",FALSE,0,NA,2021-01-19 15:51:06,FALSE,NA,"1351557805069647872",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ifel_1991",57,TRUE,FALSE,NA,NA
"119","RT @ChinaEmbSL: Highest int'l confidence on Chinese vaccines:

#Sinovac :
1. Turkish President @RTErdogan , 2021-1-14
2. Indonesian Preside…",FALSE,0,NA,2021-01-19 15:44:35,FALSE,NA,"1351556166166278147",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sridhara92",51,TRUE,FALSE,NA,NA
"120","RT @PDChina: China's vaccines, including those from #Sinovac and #Sinopharm, are being used in Indonesia, Turkey, Egypt, the UAE, Brazil an…",FALSE,0,NA,2021-01-19 15:25:58,FALSE,NA,"1351551480528977921",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chandra54737378",52,TRUE,FALSE,NA,NA
"121","RT @globaltimesnews: Chinese #COVID19 vaccines have already received a large number of orders from all over the world. As of Jan 17, 18 cou…",FALSE,0,NA,2021-01-19 15:19:59,FALSE,NA,"1351549977114279936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lancrunistuning",57,TRUE,FALSE,NA,NA
"122","RT @muazhalym: I don't know about others . 
I will wait for #CoronaVac by #Sinovac . @AmbassadorZhang https://t.co/7IPrnxWFyo",FALSE,0,NA,2021-01-19 15:18:30,FALSE,NA,"1351549603225616387",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ApiWenuwen",9,TRUE,FALSE,NA,NA
"123","Why did #Ankara select the #Sinovac vaccine against #COVID19? And is #China using this to push for some concessions… https://t.co/n7rjbXH2wd",FALSE,1,NA,2021-01-19 15:07:17,TRUE,NA,"1351546781419626496",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","OurmaninTurkey",0,FALSE,FALSE,NA,NA
"124","In #China, a dangerous situation is unfolding as state media have launched disinformation campaigns to hit back aga… https://t.co/kxLdVqc0Kq",FALSE,0,NA,2021-01-19 15:03:07,TRUE,NA,"1351545733078421508",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jennpruitt3",0,FALSE,FALSE,NA,NA
"125","Chinese #COVID19 vaccines have already received a large number of orders from all over the world. As of Jan 17, 18… https://t.co/oCjrqiQR2A",FALSE,0,NA,2021-01-19 15:01:02,TRUE,NA,"1351545208798924801",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","beyondalizaidi",0,FALSE,FALSE,NA,NA
"126","RT @ChinaEmbSL: Highest int'l confidence on Chinese vaccines:

#Sinovac :
1. Turkish President @RTErdogan , 2021-1-14
2. Indonesian Preside…",FALSE,0,NA,2021-01-19 15:00:16,FALSE,NA,"1351545015596675073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","d846851",51,TRUE,FALSE,NA,NA
"127","RT @rajasajjad_raja: Chinese #COVID19 vaccines have already received a large number of orders from all over the world. As of Jan 17, 18 cou…",FALSE,0,NA,2021-01-19 15:00:03,FALSE,NA,"1351544961007759365",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NephroMostapha",3,TRUE,FALSE,NA,NA
"128","RT @China2ASEAN: --In #Indonesia, President #Jokowi received 1st dose of China's #Sinovac vaccine on 13 Jan. Kicking off the national immun…",FALSE,0,NA,2021-01-19 14:59:12,FALSE,NA,"1351544747576487936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CEEC86_Shuang",2,TRUE,FALSE,NA,NA
"129","RT @muazhalym: I don't know about others . 
I will wait for #CoronaVac by #Sinovac . @AmbassadorZhang https://t.co/7IPrnxWFyo",FALSE,0,NA,2021-01-19 14:56:14,FALSE,NA,"1351543997987110917",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Phiraash",9,TRUE,FALSE,NA,NA
"130","RT @globaltimesnews: Chinese #COVID19 vaccines have already received a large number of orders from all over the world. As of Jan 17, 18 cou…",FALSE,0,NA,2021-01-19 14:53:38,FALSE,NA,"1351543345965891586",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","moghilemear13",57,TRUE,FALSE,NA,NA
"131","@cnnphilippines @RicoHizon Bias of Rico by referring to #Sinovac &amp; #Sinopharm as DRUG MAKERS. 
:-(
#Pharmaceutical… https://t.co/lBXuhYklZ0",FALSE,0,"cnnphilippines",2021-01-19 14:53:06,TRUE,"1351515464212496385","1351543210569469954","2811559122","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JocelynPinga",0,FALSE,FALSE,NA,NA
"132","RT @globaltimesnews: Chinese #COVID19 vaccines have already received a large number of orders from all over the world. As of Jan 17, 18 cou…",FALSE,0,NA,2021-01-19 14:51:00,FALSE,NA,"1351542680015294465",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","olgamc30",57,TRUE,FALSE,NA,NA
"133","RT @rajasajjad_raja: Chinese #COVID19 vaccines have already received a large number of orders from all over the world. As of Jan 17, 18 cou…",FALSE,0,NA,2021-01-19 14:46:22,FALSE,NA,"1351541516032884736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","beasiswa",3,TRUE,FALSE,NA,NA
"134","Chinese #COVID19 vaccines have already received a large number of orders from all over the world. As of Jan 17, 18… https://t.co/7vgeSolRf5",FALSE,6,NA,2021-01-19 14:43:04,TRUE,NA,"1351540685091053568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rajasajjad_raja",3,FALSE,FALSE,NA,NA
"135","Anybody out there excited by the Russian or #Sinovac #vaccine? I am definitely not in that camp.",FALSE,0,NA,2021-01-19 14:42:46,FALSE,NA,"1351540611015450630",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pierre27Milien",0,FALSE,FALSE,NA,NA
"136","RT @globaltimesnews: Chinese #COVID19 vaccines have already received a large number of orders from all over the world. As of Jan 17, 18 cou…",FALSE,0,NA,2021-01-19 14:41:04,FALSE,NA,"1351540181145419778",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlebakweRomansD",57,TRUE,FALSE,NA,NA
"137","#China’s 'big bet' pays off: Beijing reaps rewards with major #vaccine export deals
https://t.co/c2zzQvX25G… https://t.co/wIRtujUyW4",FALSE,0,"shinils",2021-01-19 14:38:58,TRUE,"1351530746507259904","1351539655599013892","15224038","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","shinils",0,FALSE,FALSE,NA,NA
